split,id,corruption_type,corruption_style,label_type,span_length,relative_start,inserted_at_end,meta
train,toolace-91::overgeneration,overgeneration,unsupported_guarantee,overgeneration,76,0.0,0,"{""style"": ""unsupported_guarantee"", ""reason"": ""claim_absent_from_tool_response""}"
train,toolace-91::missing_tool,missing_tool,email,missing_tool,53,0.16331658291457288,0,"{""style"": ""email"", ""reason"": ""required_tool_unavailable""}"
train,toolace-40::tool_contradiction,tool_contradiction,cross_field_value_swap,tool_contradiction,18,0.5163487738419619,0,"{""style"": ""cross_field_value_swap"", ""source_value"": 'goldenretriever.jpg', ""new_value"": 'Get Breeds by Type'}"
train,toolace-40::overgeneration,overgeneration,unsupported_forecast,overgeneration,69,0.0,0,"{""style"": ""unsupported_forecast"", ""reason"": ""claim_absent_from_tool_response""}"
train,toolace-40::missing_tool,missing_tool,flight,missing_tool,37,0.9521345407503234,1,"{""style"": ""flight"", ""reason"": ""required_tool_unavailable""}"
train,toolace-47::tool_contradiction,tool_contradiction,cross_field_value_swap,tool_contradiction,16,0.32558139534883723,0,"{""style"": ""cross_field_value_swap"", ""source_value"": 'timezone', ""new_value"": 'daylights_offset'}"
train,toolace-47::overgeneration,overgeneration,unsupported_forecast,overgeneration,69,0.0,0,"{""style"": ""unsupported_forecast"", ""reason"": ""claim_absent_from_tool_response""}"
train,toolace-47::missing_tool,missing_tool,cancel,missing_tool,42,0.20326678765880218,0,"{""style"": ""cancel"", ""reason"": ""required_tool_unavailable""}"
train,toolace-88::tool_contradiction,tool_contradiction,code_substitution,tool_contradiction,7,0.11298076923076923,0,"{""style"": ""code_substitution"", ""source_value"": 'DEV4563', ""new_value"": 'DEV456X'}"
train,toolace-88::overgeneration,overgeneration,unsupported_comparison,overgeneration,80,0.8390342052313883,1,"{""style"": ""unsupported_comparison"", ""reason"": ""claim_absent_from_tool_response""}"
train,toolace-88::missing_tool,missing_tool,calendar,missing_tool,49,0.0,0,"{""style"": ""calendar"", ""reason"": ""required_tool_unavailable""}"
train,toolace-138::tool_contradiction,tool_contradiction,entity_substitution,tool_contradiction,4,0.3008356545961003,0,"{""style"": ""entity_substitution"", ""source_value"": 'Top', ""new_value"": 'Rome'}"
train,toolace-138::overgeneration,overgeneration,unsupported_cause,overgeneration,71,0.0,0,"{""style"": ""unsupported_cause"", ""reason"": ""claim_absent_from_tool_response""}"
train,toolace-138::missing_tool,missing_tool,hotel,missing_tool,52,0.8734793187347932,1,"{""style"": ""hotel"", ""reason"": ""required_tool_unavailable""}"
train,toolace-27::tool_contradiction,tool_contradiction,number_substitution,tool_contradiction,6,0.3487394957983193,0,"{""style"": ""number_substitution"", ""source_value"": '456789', ""new_value"": '388271'}"
train,toolace-27::overgeneration,overgeneration,unsupported_comparison,overgeneration,80,0.2225705329153605,0,"{""style"": ""unsupported_comparison"", ""reason"": ""claim_absent_from_tool_response""}"
train,toolace-27::missing_tool,missing_tool,flight,missing_tool,37,0.8659420289855072,1,"{""style"": ""flight"", ""reason"": ""required_tool_unavailable""}"
train,toolace-78::tool_contradiction,tool_contradiction,date_substitution,tool_contradiction,10,0.36426592797783935,0,"{""style"": ""date_substitution"", ""source_value"": '2023-09-26', ""new_value"": '2023-09-28'}"
train,toolace-78::overgeneration,overgeneration,unsupported_trend,overgeneration,60,0.9233716475095786,1,"{""style"": ""unsupported_trend"", ""reason"": ""claim_absent_from_tool_response""}"
train,toolace-78::missing_tool,missing_tool,calendar,missing_tool,49,0.9365284974093264,1,"{""style"": ""calendar"", ""reason"": ""required_tool_unavailable""}"
train,toolace-100::tool_contradiction,tool_contradiction,code_substitution,tool_contradiction,4,0.31142857142857144,0,"{""style"": ""code_substitution"", ""source_value"": 'DOGE', ""new_value"": 'DOGX'}"
train,toolace-100::overgeneration,overgeneration,unsupported_external_confirmation,overgeneration,71,0.0,0,"{""style"": ""unsupported_external_confirmation"", ""reason"": ""claim_absent_from_tool_response""}"
train,toolace-100::missing_tool,missing_tool,flight,missing_tool,37,0.0,0,"{""style"": ""flight"", ""reason"": ""required_tool_unavailable""}"
train,toolace-60::tool_contradiction,tool_contradiction,number_substitution,tool_contradiction,2,0.12198795180722892,0,"{""style"": ""number_substitution"", ""source_value"": '30', ""new_value"": '26'}"
train,toolace-60::overgeneration,overgeneration,unsupported_risk,overgeneration,68,0.0,0,"{""style"": ""unsupported_risk"", ""reason"": ""claim_absent_from_tool_response""}"
train,toolace-60::missing_tool,missing_tool,hotel,missing_tool,52,0.08647140864714087,0,"{""style"": ""hotel"", ""reason"": ""required_tool_unavailable""}"
train,toolace-111::tool_contradiction,tool_contradiction,number_substitution,tool_contradiction,4,0.6702127659574468,0,"{""style"": ""number_substitution"", ""source_value"": '2025', ""new_value"": '2329'}"
train,toolace-111::overgeneration,overgeneration,unsupported_cause,overgeneration,71,0.572289156626506,1,"{""style"": ""unsupported_cause"", ""reason"": ""claim_absent_from_tool_response""}"
train,toolace-111::missing_tool,missing_tool,cancel,missing_tool,42,0.6934306569343066,1,"{""style"": ""cancel"", ""reason"": ""required_tool_unavailable""}"
train,toolace-49::tool_contradiction,tool_contradiction,cross_field_value_swap,tool_contradiction,10,0.16153846153846155,0,"{""style"": ""cross_field_value_swap"", ""source_value"": 'url', ""new_value"": 'Love Story'}"
train,toolace-49::overgeneration,overgeneration,unsupported_recommendation,overgeneration,76,0.62,1,"{""style"": ""unsupported_recommendation"", ""reason"": ""claim_absent_from_tool_response""}"
train,toolace-49::missing_tool,missing_tool,email,missing_tool,53,0.0,0,"{""style"": ""email"", ""reason"": ""required_tool_unavailable""}"
train,toolace-73::tool_contradiction,tool_contradiction,cross_field_value_swap,tool_contradiction,16,0.2301980198019802,0,"{""style"": ""cross_field_value_swap"", ""source_value"": 'techcrunch', ""new_value"": 'News Sources API'}"
train,toolace-73::overgeneration,overgeneration,unsupported_guarantee,overgeneration,76,0.0,0,"{""style"": ""unsupported_guarantee"", ""reason"": ""claim_absent_from_tool_response""}"
train,toolace-73::missing_tool,missing_tool,cancel,missing_tool,42,0.9047619047619048,1,"{""style"": ""cancel"", ""reason"": ""required_tool_unavailable""}"
train,toolace-65::tool_contradiction,tool_contradiction,fallback_status,tool_contradiction,84,0.36363636363636365,1,"{""style"": ""fallback_status"", ""fallback"": true}"
train,toolace-65::overgeneration,overgeneration,unsupported_trend,overgeneration,60,0.4444444444444444,1,"{""style"": ""unsupported_trend"", ""reason"": ""claim_absent_from_tool_response""}"
train,toolace-65::missing_tool,missing_tool,cancel,missing_tool,42,0.5333333333333333,1,"{""style"": ""cancel"", ""reason"": ""required_tool_unavailable""}"
train,toolace-32::tool_contradiction,tool_contradiction,cross_field_value_swap,tool_contradiction,13,0.7332977017637627,0,"{""style"": ""cross_field_value_swap"", ""source_value"": 'discrimination', ""new_value"": 'Also known as'}"
train,toolace-32::overgeneration,overgeneration,unsupported_cause,overgeneration,71,0.0,0,"{""style"": ""unsupported_cause"", ""reason"": ""claim_absent_from_tool_response""}"
train,toolace-32::missing_tool,missing_tool,flight,missing_tool,37,0.9806282722513089,1,"{""style"": ""flight"", ""reason"": ""required_tool_unavailable""}"
train,toolace-22::tool_contradiction,tool_contradiction,fallback_status,tool_contradiction,84,0.0,0,"{""style"": ""fallback_status"", ""fallback"": true}"
train,toolace-22::overgeneration,overgeneration,unsupported_guarantee,overgeneration,76,0.8789808917197452,1,"{""style"": ""unsupported_guarantee"", ""reason"": ""claim_absent_from_tool_response""}"
train,toolace-22::missing_tool,missing_tool,email,missing_tool,53,0.15702479338842976,0,"{""style"": ""email"", ""reason"": ""required_tool_unavailable""}"
train,toolace-140::tool_contradiction,tool_contradiction,number_substitution,tool_contradiction,6,0.967741935483871,1,"{""style"": ""number_substitution"", ""source_value"": '139.6917', ""new_value"": '160.65'}"
train,toolace-140::overgeneration,overgeneration,unsupported_recommendation,overgeneration,76,0.0,0,"{""style"": ""unsupported_recommendation"", ""reason"": ""claim_absent_from_tool_response""}"
train,toolace-140::missing_tool,missing_tool,email,missing_tool,53,0.8058608058608059,1,"{""style"": ""email"", ""reason"": ""required_tool_unavailable""}"
train,toolace-102::tool_contradiction,tool_contradiction,entity_substitution,tool_contradiction,8,0.11969111969111969,0,"{""style"": ""entity_substitution"", ""source_value"": 'Vegetarian', ""new_value"": 'New York'}"
train,toolace-102::overgeneration,overgeneration,unsupported_risk,overgeneration,68,0.793939393939394,1,"{""style"": ""unsupported_risk"", ""reason"": ""claim_absent_from_tool_response""}"
train,toolace-102::missing_tool,missing_tool,cancel,missing_tool,42,0.2993421052631579,0,"{""style"": ""cancel"", ""reason"": ""required_tool_unavailable""}"
train,toolace-2::tool_contradiction,tool_contradiction,fallback_value,tool_contradiction,80,0.8800599700149925,1,"{""style"": ""fallback_value"", ""fallback"": true}"
train,toolace-2::overgeneration,overgeneration,unsupported_external_confirmation,overgeneration,71,0.89209726443769,1,"{""style"": ""unsupported_external_confirmation"", ""reason"": ""claim_absent_from_tool_response""}"
train,toolace-2::missing_tool,missing_tool,flight,missing_tool,37,0.7868589743589743,0,"{""style"": ""flight"", ""reason"": ""required_tool_unavailable""}"
train,toolace-130::tool_contradiction,tool_contradiction,cross_field_value_swap,tool_contradiction,10,0.009242144177449169,0,"{""style"": ""cross_field_value_swap"", ""source_value"": 'ar', ""new_value"": 'La Brigada'}"
train,toolace-130::overgeneration,overgeneration,unsupported_comparison,overgeneration,80,0.09771986970684039,0,"{""style"": ""unsupported_comparison"", ""reason"": ""claim_absent_from_tool_response""}"
train,toolace-130::missing_tool,missing_tool,email,missing_tool,53,0.10221465076660988,0,"{""style"": ""email"", ""reason"": ""required_tool_unavailable""}"
train,toolace-153::tool_contradiction,tool_contradiction,fallback_status,tool_contradiction,84,0.19152542372881357,0,"{""style"": ""fallback_status"", ""fallback"": true}"
train,toolace-153::overgeneration,overgeneration,unsupported_user_reaction,overgeneration,73,0.8739205526770294,1,"{""style"": ""unsupported_user_reaction"", ""reason"": ""claim_absent_from_tool_response""}"
train,toolace-153::missing_tool,missing_tool,email,missing_tool,53,0.9051878354203936,1,"{""style"": ""email"", ""reason"": ""required_tool_unavailable""}"
train,toolace-109::tool_contradiction,tool_contradiction,number_substitution,tool_contradiction,4,0.3192389006342495,0,"{""style"": ""number_substitution"", ""source_value"": '2024', ""new_value"": '1720'}"
train,toolace-109::overgeneration,overgeneration,unsupported_risk,overgeneration,68,0.2140221402214022,0,"{""style"": ""unsupported_risk"", ""reason"": ""claim_absent_from_tool_response""}"
train,toolace-109::missing_tool,missing_tool,flight,missing_tool,37,0.0,0,"{""style"": ""flight"", ""reason"": ""required_tool_unavailable""}"
train,toolace-160::tool_contradiction,tool_contradiction,number_substitution,tool_contradiction,4,0.7071129707112971,0,"{""style"": ""number_substitution"", ""source_value"": '2000', ""new_value"": '1700'}"
train,toolace-160::overgeneration,overgeneration,unsupported_external_confirmation,overgeneration,71,0.8709090909090909,1,"{""style"": ""unsupported_external_confirmation"", ""reason"": ""claim_absent_from_tool_response""}"
train,toolace-160::missing_tool,missing_tool,flight,missing_tool,37,0.9282945736434108,1,"{""style"": ""flight"", ""reason"": ""required_tool_unavailable""}"
train,toolace-95::tool_contradiction,tool_contradiction,number_substitution,tool_contradiction,4,0.6174496644295302,0,"{""style"": ""number_substitution"", ""source_value"": '2018', ""new_value"": '2321'}"
train,toolace-95::overgeneration,overgeneration,unsupported_cause,overgeneration,71,0.1945945945945946,0,"{""style"": ""unsupported_cause"", ""reason"": ""claim_absent_from_tool_response""}"
train,toolace-95::missing_tool,missing_tool,cancel,missing_tool,42,0.21114369501466276,0,"{""style"": ""cancel"", ""reason"": ""required_tool_unavailable""}"
train,toolace-56::tool_contradiction,tool_contradiction,number_substitution,tool_contradiction,4,0.21493440968718466,0,"{""style"": ""number_substitution"", ""source_value"": '18.0', ""new_value"": '15.3'}"
train,toolace-56::overgeneration,overgeneration,unsupported_risk,overgeneration,68,0.0,0,"{""style"": ""unsupported_risk"", ""reason"": ""claim_absent_from_tool_response""}"
train,toolace-56::missing_tool,missing_tool,cancel,missing_tool,42,0.0,0,"{""style"": ""cancel"", ""reason"": ""required_tool_unavailable""}"
train,toolace-131::tool_contradiction,tool_contradiction,number_substitution,tool_contradiction,2,0.5647058823529412,0,"{""style"": ""number_substitution"", ""source_value"": '12', ""new_value"": '14'}"
train,toolace-131::overgeneration,overgeneration,unsupported_guarantee,overgeneration,76,0.30935251798561153,0,"{""style"": ""unsupported_guarantee"", ""reason"": ""claim_absent_from_tool_response""}"
train,toolace-131::missing_tool,missing_tool,hotel,missing_tool,52,0.8676844783715013,1,"{""style"": ""hotel"", ""reason"": ""required_tool_unavailable""}"
train,toolace-17::tool_contradiction,tool_contradiction,fallback_status,tool_contradiction,84,0.4206896551724138,1,"{""style"": ""fallback_status"", ""fallback"": true}"
train,toolace-17::overgeneration,overgeneration,unsupported_external_confirmation,overgeneration,71,0.4621212121212121,1,"{""style"": ""unsupported_external_confirmation"", ""reason"": ""claim_absent_from_tool_response""}"
train,toolace-17::missing_tool,missing_tool,email,missing_tool,53,0.5350877192982456,1,"{""style"": ""email"", ""reason"": ""required_tool_unavailable""}"
train,toolace-127::tool_contradiction,tool_contradiction,number_substitution,tool_contradiction,4,0.2765957446808511,0,"{""style"": ""number_substitution"", ""source_value"": '2022', ""new_value"": '2325'}"
train,toolace-127::overgeneration,overgeneration,unsupported_user_reaction,overgeneration,73,0.0,0,"{""style"": ""unsupported_user_reaction"", ""reason"": ""claim_absent_from_tool_response""}"
train,toolace-127::missing_tool,missing_tool,calendar,missing_tool,49,0.7941176470588235,1,"{""style"": ""calendar"", ""reason"": ""required_tool_unavailable""}"
train,toolace-64::tool_contradiction,tool_contradiction,number_substitution,tool_contradiction,3,0.8699186991869918,0,"{""style"": ""number_substitution"", ""source_value"": '320', ""new_value"": '272'}"
train,toolace-64::overgeneration,overgeneration,unsupported_cause,overgeneration,71,0.6358974358974359,1,"{""style"": ""unsupported_cause"", ""reason"": ""claim_absent_from_tool_response""}"
train,toolace-64::missing_tool,missing_tool,flight,missing_tool,37,0.7701863354037267,1,"{""style"": ""flight"", ""reason"": ""required_tool_unavailable""}"
train,toolace-33::tool_contradiction,tool_contradiction,cross_field_value_swap,tool_contradiction,33,0.6020583190394511,0,"{""style"": ""cross_field_value_swap"", ""source_value"": 'Formula 1 is all about speed and precision', ""new_value"": 'You have to fight for every point'}"
train,toolace-33::overgeneration,overgeneration,unsupported_user_reaction,overgeneration,73,0.12462462462462462,0,"{""style"": ""unsupported_user_reaction"", ""reason"": ""claim_absent_from_tool_response""}"
train,toolace-33::missing_tool,missing_tool,cancel,missing_tool,42,0.0,0,"{""style"": ""cancel"", ""reason"": ""required_tool_unavailable""}"
train,toolace-93::tool_contradiction,tool_contradiction,entity_substitution,tool_contradiction,6,0.06060606060606061,0,"{""style"": ""entity_substitution"", ""source_value"": 'Simulated Artist A', ""new_value"": 'Sydney'}"
train,toolace-93::overgeneration,overgeneration,unsupported_external_confirmation,overgeneration,71,0.8839869281045751,1,"{""style"": ""unsupported_external_confirmation"", ""reason"": ""claim_absent_from_tool_response""}"
train,toolace-93::missing_tool,missing_tool,cancel,missing_tool,42,0.1955403087478559,0,"{""style"": ""cancel"", ""reason"": ""required_tool_unavailable""}"
train,toolace-107::tool_contradiction,tool_contradiction,number_substitution,tool_contradiction,3,0.15564598168870802,0,"{""style"": ""number_substitution"", ""source_value"": '123', ""new_value"": '105'}"
train,toolace-107::overgeneration,overgeneration,unsupported_user_reaction,overgeneration,73,0.14285714285714285,0,"{""style"": ""unsupported_user_reaction"", ""reason"": ""claim_absent_from_tool_response""}"
train,toolace-107::missing_tool,missing_tool,calendar,missing_tool,49,0.14617618586640851,0,"{""style"": ""calendar"", ""reason"": ""required_tool_unavailable""}"
train,toolace-34::tool_contradiction,tool_contradiction,cross_field_value_swap,tool_contradiction,11,0.8883572567783095,0,"{""style"": ""cross_field_value_swap"", ""source_value"": 'and', ""new_value"": 'competition'}"
train,toolace-34::overgeneration,overgeneration,unsupported_guarantee,overgeneration,76,0.8908045977011494,1,"{""style"": ""unsupported_guarantee"", ""reason"": ""claim_absent_from_tool_response""}"
train,toolace-34::missing_tool,missing_tool,ride,missing_tool,46,0.9309309309309309,1,"{""style"": ""ride"", ""reason"": ""required_tool_unavailable""}"
train,toolace-174::tool_contradiction,tool_contradiction,cross_field_value_swap,tool_contradiction,24,0.3058823529411765,0,"{""style"": ""cross_field_value_swap"", ""source_value"": '#homecooking', ""new_value"": 'TikTok Hashtag Generator'}"
train,toolace-174::overgeneration,overgeneration,unsupported_history,overgeneration,85,0.7946859903381642,1,"{""style"": ""unsupported_history"", ""reason"": ""claim_absent_from_tool_response""}"
train,toolace-174::missing_tool,missing_tool,flight,missing_tool,37,0.8989071038251366,1,"{""style"": ""flight"", ""reason"": ""required_tool_unavailable""}"
train,toolace-193::tool_contradiction,tool_contradiction,cross_field_value_swap,tool_contradiction,11,0.4808823529411765,0,"{""style"": ""cross_field_value_swap"", ""source_value"": 'for', ""new_value"": 'US_FOOT_001'}"
train,toolace-193::overgeneration,overgeneration,unsupported_user_reaction,overgeneration,73,0.0,0,"{""style"": ""unsupported_user_reaction"", ""reason"": ""claim_absent_from_tool_response""}"
train,toolace-193::missing_tool,missing_tool,calendar,missing_tool,49,0.0,0,"{""style"": ""calendar"", ""reason"": ""required_tool_unavailable""}"
train,toolace-71::tool_contradiction,tool_contradiction,time_substitution,tool_contradiction,5,0.5056603773584906,0,"{""style"": ""time_substitution"", ""source_value"": '01:23', ""new_value"": '04:23'}"
train,toolace-71::overgeneration,overgeneration,unsupported_forecast,overgeneration,69,0.7940298507462686,1,"{""style"": ""unsupported_forecast"", ""reason"": ""claim_absent_from_tool_response""}"
train,toolace-71::missing_tool,missing_tool,calendar,missing_tool,49,0.8444444444444444,1,"{""style"": ""calendar"", ""reason"": ""required_tool_unavailable""}"
train,toolace-192::tool_contradiction,tool_contradiction,number_substitution,tool_contradiction,3,0.9307958477508651,0,"{""style"": ""number_substitution"", ""source_value"": '250', ""new_value"": '288'}"
train,toolace-192::overgeneration,overgeneration,unsupported_user_reaction,overgeneration,73,0.10122699386503067,0,"{""style"": ""unsupported_user_reaction"", ""reason"": ""claim_absent_from_tool_response""}"
train,toolace-192::missing_tool,missing_tool,email,missing_tool,53,0.9161392405063291,1,"{""style"": ""email"", ""reason"": ""required_tool_unavailable""}"
train,toolace-170::tool_contradiction,tool_contradiction,cross_field_value_swap,tool_contradiction,4,0.35945945945945945,0,"{""style"": ""cross_field_value_swap"", ""source_value"": 'delivery', ""new_value"": 'USPS'}"
train,toolace-170::overgeneration,overgeneration,unsupported_risk,overgeneration,68,0.11808118081180811,0,"{""style"": ""unsupported_risk"", ""reason"": ""claim_absent_from_tool_response""}"
train,toolace-170::missing_tool,missing_tool,calendar,missing_tool,49,0.9382871536523929,1,"{""style"": ""calendar"", ""reason"": ""required_tool_unavailable""}"
train,toolace-51::tool_contradiction,tool_contradiction,entity_substitution,tool_contradiction,6,0.3467289719626168,0,"{""style"": ""entity_substitution"", ""source_value"": 'Assists', ""new_value"": 'Sydney'}"
train,toolace-51::overgeneration,overgeneration,unsupported_history,overgeneration,85,0.07519446845289542,0,"{""style"": ""unsupported_history"", ""reason"": ""claim_absent_from_tool_response""}"
train,toolace-51::missing_tool,missing_tool,cancel,missing_tool,42,0.9622980251346499,1,"{""style"": ""cancel"", ""reason"": ""required_tool_unavailable""}"
train,toolace-145::tool_contradiction,tool_contradiction,fallback_value,tool_contradiction,80,0.0,0,"{""style"": ""fallback_value"", ""fallback"": true}"
train,toolace-145::overgeneration,overgeneration,unsupported_user_reaction,overgeneration,73,0.22752808988764045,0,"{""style"": ""unsupported_user_reaction"", ""reason"": ""claim_absent_from_tool_response""}"
train,toolace-145::missing_tool,missing_tool,calendar,missing_tool,49,0.8524096385542169,1,"{""style"": ""calendar"", ""reason"": ""required_tool_unavailable""}"
train,toolace-19::tool_contradiction,tool_contradiction,cross_field_value_swap,tool_contradiction,17,0.48633879781420764,0,"{""style"": ""cross_field_value_swap"", ""source_value"": 'email domain is suspicious and commonly used for spamming', ""new_value"": '/email/valistring'}"
train,toolace-19::overgeneration,overgeneration,unsupported_external_confirmation,overgeneration,71,0.19322033898305085,0,"{""style"": ""unsupported_external_confirmation"", ""reason"": ""claim_absent_from_tool_response""}"
train,toolace-19::missing_tool,missing_tool,hotel,missing_tool,52,0.0,0,"{""style"": ""hotel"", ""reason"": ""required_tool_unavailable""}"
train,toolace-164::tool_contradiction,tool_contradiction,number_substitution,tool_contradiction,6,0.43301435406698563,0,"{""style"": ""number_substitution"", ""source_value"": '541512', ""new_value"": '460285'}"
train,toolace-164::overgeneration,overgeneration,unsupported_trend,overgeneration,60,0.0,0,"{""style"": ""unsupported_trend"", ""reason"": ""claim_absent_from_tool_response""}"
train,toolace-164::missing_tool,missing_tool,flight,missing_tool,37,0.25877192982456143,0,"{""style"": ""flight"", ""reason"": ""required_tool_unavailable""}"
train,toolace-137::tool_contradiction,tool_contradiction,cross_field_value_swap,tool_contradiction,24,0.6519823788546255,0,"{""style"": ""cross_field_value_swap"", ""source_value"": 'Generated QR Code PNG Image for URL www.example.com', ""new_value"": 'QR Code Image Generation'}"
train,toolace-137::overgeneration,overgeneration,unsupported_risk,overgeneration,68,0.7894736842105263,1,"{""style"": ""unsupported_risk"", ""reason"": ""claim_absent_from_tool_response""}"
train,toolace-137::missing_tool,missing_tool,cancel,missing_tool,42,0.25925925925925924,0,"{""style"": ""cancel"", ""reason"": ""required_tool_unavailable""}"
train,toolace-0::tool_contradiction,tool_contradiction,number_substitution,tool_contradiction,8,0.541191381495564,0,"{""style"": ""number_substitution"", ""source_value"": '34479.60', ""new_value"": '39651.54'}"
train,toolace-0::overgeneration,overgeneration,unsupported_risk,overgeneration,68,0.0641025641025641,0,"{""style"": ""unsupported_risk"", ""reason"": ""claim_absent_from_tool_response""}"
